6,31,38,31,5,34,34,34,34,34,34,34,34,34,34
6,31,31,31,5,34,34,34,34,34,34,34,34,34,34
6,31,38,31,15,11,34,34,34,34,34,34,34,34,34
6,31,31,31,0,15,11,34,34,34,34,34,34,34,34
12,17,31,31,31,0,15,11,34,34,34,34,34,34,34
34,12,17,31,31,31,0,15,11,34,34,34,34,34,34
34,34,12,17,31,31,31,0,15,11,34,34,34,34,34
34,34,34,12,17,31,32,31,0,15,11,34,34,34,34
34,34,34,34,12,17,31,31,31,0,15,11,34,34,34
34,34,34,34,34,12,17,31,31,31,0,15,34,34,34
34,34,34,34,34,34,12,17,31,31,31,0,15,11,34
34,34,34,34,34,34,34,12,17,31,31,31,0,15,11
34,34,34,34,34,34,34,34,12,17,31,31,31,0,5
34,34,34,34,34,34,34,34,34,12,17,31,31,31,5
34,34,34,34,34,34,34,34,34,34,6,37,38,37,5
34,34,34,34,34,34,34,34,34,34,6,30,30,30,5
34,34,34,34,34,34,34,34,34,34,6,30,38,30,5
10,3,3,3,11,34,34,34,34,34,6,32,32,32,5
6,1,d9i,1,5,34,34,34,34,34,6,31,38,31,5
6,31,31,31,5,34,34,34,34,34,6,31,31,31,5
6,31,38,31,5,34,34,34,34,34,6,31,38,31,5
6,32,32,32,5,34,34,34,34,34,6,31,31,31,5
6,32,38,32,5,34,34,34,34,34,6,31,38,31,5
6,31,31,31,5,34,34,34,34,34,6,31,31,31,5
6,31,38,31,15,3,3,3,3,3,14,31,38,31,5
6,31,31,31,0,1,1,1,1,1,2,31,31,31,5
6,31,38,31,31,31,31,31,31,31,31,31,38,31,5
6,31,31,31,31,31,37,31,31,31,31,31,31,31,5
6,31,38,31,38,37,38,31,38,31,38,31,38,31,5
6,31,31,31,37,37,37,37,37,37,31,31,31,31,5
6,31,38,31,38,37,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,37,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,37,37,37,37,37,31,31,31,31,5
6,31,38,31,38,37,30,30,30,37,38,31,38,31,5
6,31,31,31,31,37,30,d1d,30,37,31,31,31,31,5
12,4,4,4,4,4,4,4,4,4,4,4,4,4,13
